"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_nuclear_fraction"
"31032","ENSG00000269680.1","AC008760.1","lncRNA","chr19",6750468,"-",303,0.0819705,1.1375245,0.228621,0.440825,2.4148125
"31033","ENSG00000269688.1","AC008982.2","lncRNA","chr19",38844500,"-",0,0.5195285,7.126192,1.6310645,2.736036,14.5546145
"31034","ENSG00000269693.1","AC010422.6","protein_coding","chr19",12579976,"-",23,0.0338265,0,0,0.0583145,0.907952
"31035","ENSG00000269694.1","AC005197.1","lncRNA","chr19",18880680,"+",10,0.090813,0.5272515,0.2672035,0.601942,1.768347
"31036","ENSG00000269696.2","AC005498.3","lncRNA","chr19",56566412,"-",9,0,0.01416,0,0,0.027428
"31037","ENSG00000269699.6","ZIM2","protein_coding","chr19",56839730,"-",282,0.565116,2.4995505,1.3761415,1.343218,5.5154965
"31038","ENSG00000269707.2","AC018730.1","lncRNA","chr2",104852285,"+",20,0.007383,3.4661005,1.268126,0.1308865,9.1457715
"31039","ENSG00000269711.1","AC008763.3","protein_coding","chr19",7677501,"+",33,0,0,0,0,0
"31040","ENSG00000269713.7","NBPF9","protein_coding","chr1",149102562,"-",83,1.036351,11.1832105,10.1752335,3.2655445,25.6305605
"31041","ENSG00000269720.2","CCDC194","protein_coding","chr19",17393159,"-",34,0.0194585,0.4792675,0.022868,0.1599725,0.969037
"31042","ENSG00000269729.1","AC006262.2","lncRNA","chr19",46179648,"-",1,0,0.0773635,0.1073695,0,0.3088155
"31043","ENSG00000269736.1","AC010319.5","lncRNA","chr19",17451970,"-",109,0,0,0,0.0099375,0
"31044","ENSG00000269741.5","AC011473.4","protein_coding","chr19",51008582,"-",2,0,0,0,0,0
"31045","ENSG00000269743.3","SLC25A53","protein_coding","chrX",104156010,"-",206,0.1723795,2.147741,3.6783805,1.128144,1.8185805
"31046","ENSG00000269745.1","AC006262.3","lncRNA","chr19",46229389,"-",1,0,0,0,0,0
"31047","ENSG00000269749.1","AC005614.2","lncRNA","chr19",40089926,"-",0,0,0,0.181933,0.0484345,0.271406
"31048","ENSG00000269752.1","AC008761.2","lncRNA","chr19",17612722,"+",0,0.4712505,6.918278,0.6809685,2.194921,16.735069
"31049","ENSG00000269755.1","AC008758.6","protein_coding","chr19",12483817,"-",250,0.0354565,1.25601,0.636653,0.595179,2.5645205
"31050","ENSG00000269758.1","AC092070.4","lncRNA","chr19",53269933,"-",1,0.0303395,1.04845,0.100575,0.203651,1.129186
"31051","ENSG00000269791.5","SSX4B","protein_coding","chrX",48410911,"-",0,0,0,0,0,0
"31052","ENSG00000269792.1","AC011500.3","lncRNA","chr19",39531412,"+",219,0,0,0,0,0.072302
"31053","ENSG00000269793.7","ZIM2-AS1","lncRNA","chr19",56594313,"+",199,0.0013885,0.0608865,0,0.0111105,0
"31054","ENSG00000269796.1","AC011516.1","lncRNA","chr19",22421513,"+",1,0,0,0,0,0
"31055","ENSG00000269799.1","AC008737.3","lncRNA","chr19",16800426,"+",1,0.156527,3.4894005,0.1731235,0.544745,6.2657635
"31056","ENSG00000269802.1","AC011491.3","lncRNA","chr19",6361150,"-",307,0,0,0,0.015655,0
"31057","ENSG00000269806.1","BICRA-AS1","lncRNA","chr19",47625396,"-",8,0.0043965,0.136108,0.1346205,0.02998,0.4497135
"31058","ENSG00000269807.1","AC007292.3","lncRNA","chr19",4353058,"-",31,0.289138,3.061988,0.521525,1.249214,6.296789
"31059","ENSG00000269813.1","AC010336.6","lncRNA","chr19",7958123,"+",11,0,0,0,0,0
"31060","ENSG00000269815.1","AC010463.3","lncRNA","chr19",17295696,"-",4,0.0505165,1.4298825,0.205399,0.450296,3.457049
"31061","ENSG00000269821.1","KCNQ1OT1","lncRNA","chr11",2698995,"-",363,0.018128,8.8768475,1.782886,0.282403,24.631651
"31062","ENSG00000269825.1","AC022150.4","lncRNA","chr19",52652285,"-",0,0.049836,2.3927675,3.7641505,0.440976,2.726464
"31063","ENSG00000269826.1","AC092327.2","lncRNA","chr16",86346387,"+",5,0,0.023401,0,0,0.020659
"31064","ENSG00000269834.6","ZNF528-AS1","lncRNA","chr19",52396784,"-",232,0.0755055,2.053649,1.3149675,0.486642,4.7019075
"31065","ENSG00000269836.1","AC020913.3","lncRNA","chr19",17177477,"-",3,0.222464,0.489272,0,1.6167895,3.5632545
"31066","ENSG00000269842.5","AC011453.1","lncRNA","chr19",53760961,"+",0,0.1300585,1.1873135,0.4529835,0.529797,3.099848
"31067","ENSG00000269843.1","AC008537.2","lncRNA","chr19",40836211,"-",1,0.032081,0.2495535,0.4391215,0.150107,0.1830705
"31068","ENSG00000269846.1","AL136172.1","lncRNA","chr20",37094785,"+",380,0.120446,0.397324,0.602932,0.4558895,0.474088
"31069","ENSG00000269855.2","RNF225","protein_coding","chr19",58395090,"+",92,0,0.4066135,0.0786965,0.1494785,0.511676
"31070","ENSG00000269858.6","EGLN2","protein_coding","chr19",40797996,"+",284,1.0030315,17.414184,23.9048055,12.568732,11.863218
"31071","ENSG00000269859.1","AC008735.3","lncRNA","chr19",55475483,"-",311,0.064554,0.069212,0,0.1716685,0.0710015
"31072","ENSG00000269867.1","AC010326.3","lncRNA","chr19",57867173,"-",6,0.039936,0.629978,0.425159,0.2107485,1.013882
"31073","ENSG00000269873.1","AC245884.10","lncRNA","chr19",54437347,"-",0,0,1.4663915,0.6524855,0.139429,2.4896095
"31074","ENSG00000269877.3","AC008753.3","lncRNA","chr19",53787170,"-",2,0,0,0,0,0
"31075","ENSG00000269883.1","AC007375.3","lncRNA","chr14",77139683,"+",99,0,0,0,0,0
"31076","ENSG00000269886.1","AC022382.1","lncRNA","chr3",9812098,"-",2,0,0.221095,0.4097805,0,0.223444
"31077","ENSG00000269887.1","AL391001.1","lncRNA","chr1",164679085,"+",0,0,0,0,0,0
"31078","ENSG00000269888.1","AC112491.1","lncRNA","chr3",161428112,"+",4,2.5718515,3.326116,7.421907,6.161344,0
"31079","ENSG00000269889.1","AC078802.1","lncRNA","chr3",169768649,"+",192,0.0276315,0.168293,0.1102455,0.0917905,0.2431825
"31080","ENSG00000269891.2","ARHGAP19-SLIT1","protein_coding","chr10",97291638,"-",284,0.1166265,0.0603055,0.0148205,0.1251135,0.0393245
"31081","ENSG00000269892.1","AC125494.2","lncRNA","chr12",6741985,"+",12,0.0042735,0.7098365,0.2392635,0.1143375,1.8493005
"31082","ENSG00000269893.8","SNHG8","lncRNA","chr4",118277709,"+",304,18.966306,108.3083305,124.9093975,105.937221,102.325817
"31083","ENSG00000269894.1","AC018809.1","lncRNA","chr3",9934706,"+",56,0.0076825,0.8789675,0.47877,0.3095055,1.597801
"31084","ENSG00000269895.1","AP000654.1","lncRNA","chr11",86832068,"+",0,0.0140195,0.460535,0.0992,0.059374,1.09513
"31085","ENSG00000269897.5","COMMD3-BMI1","protein_coding","chr10",22315388,"+",289,0.0674375,0.052421,0.1006505,0.020773,0.128749
"31086","ENSG00000269898.1","AC018695.2","lncRNA","chr16",85742287,"+",3,0,1.140879,0.1593575,0.5284425,3.17534
"31087","ENSG00000269899.1","AC025857.2","lncRNA","chr8",11845392,"-",21,0.498053,10.4493225,7.3965145,1.7414585,18.124721
"31088","ENSG00000269900.3","RMRP","lncRNA","chr9",35657019,"-",359,1094.1149155,1219.7769095,509.6031435,369.0824365,4640.038004
"31089","ENSG00000269901.1","AC010531.5","lncRNA","chr16",87361536,"+",28,3.331862,5.126576,0.843702,4.4738125,6.4190165
"31090","ENSG00000269902.1","AC234772.2","lncRNA","chrX",45764300,"-",2,0.006967,1.164339,0,0,4.199519
"31091","ENSG00000269903.1","AC025165.4","lncRNA","chr12",57813494,"+",138,0.0448565,0.5225045,0.4723405,0.2254945,0.4540435
"31092","ENSG00000269906.1","AL606834.1","lncRNA","chr14",50662179,"-",0,0.015326,1.3171865,1.1217065,0.472494,1.521966
"31093","ENSG00000269910.1","AL049840.3","lncRNA","chr14",103694051,"-",16,0.0405505,4.265238,5.8122,0.5958195,2.6758055
"31094","ENSG00000269911.1","FAM226B","lncRNA","chrX",72776608,"+",0,0.0070865,0.0814435,0.1819515,0.033848,0.1817855
"31095","ENSG00000269915.1","AP006621.4","lncRNA","chr11",726048,"-",225,0.1232025,0.5802805,0.3718755,0.3755195,0.582385
"31096","ENSG00000269918.1","AF131215.6","lncRNA","chr8",11105705,"-",0,0.0080455,0.456081,0.1529155,0.061086,1.0637755
"31097","ENSG00000269919.1","AL022067.1","lncRNA","chr6",106099140,"+",1,0,0,0,0,0
"31098","ENSG00000269921.1","AC068620.1","lncRNA","chr4",56386625,"+",318,0.101798,1.2743785,0.7759735,0.424824,2.4690625
"31099","ENSG00000269924.1","AC024451.4","lncRNA","chr8",47526397,"+",9,0.0055505,0.471062,0.118275,0.0265695,2.097163
"31100","ENSG00000269925.1","Z98884.2","lncRNA","chr1",7775383,"+",1,0,2.568608,1.800138,0.452226,2.6116685
"31101","ENSG00000269926.1","DDIT4-AS1","lncRNA","chr10",72274981,"-",316,0,0,0.151053,0.033271,0
"31102","ENSG00000269927.1","AC004817.3","lncRNA","chr14",71142254,"-",63,0.0199485,0.8721275,0.2329555,0.1678595,2.396307
"31103","ENSG00000269929.3","AL158152.1","lncRNA","chr9",94165258,"+",327,0.1525005,4.2053605,0.968362,0.485958,10.2618005
"31104","ENSG00000269930.1","AC091057.3","lncRNA","chr15",30615958,"+",0,0,0.675796,0.2016585,0.0613,1.5666555
"31105","ENSG00000269931.2","AL078623.1","lncRNA","chr20",12936098,"-",12,0,0.016683,0,0,0.0210885
"31106","ENSG00000269933.1","AL031429.2","lncRNA","chr1",71005503,"-",0,0,0.362962,0.046796,0.0565895,1.0448565
"31107","ENSG00000269934.3","AL353593.1","lncRNA","chr1",228275067,"-",45,0.012796,0.312097,0.066272,0.0849445,0.64066
"31108","ENSG00000269935.1","AC092720.2","lncRNA","chr16",87601191,"-",24,0,0,0,0,0
"31109","ENSG00000269937.1","AC093525.7","lncRNA","chr16",2564097,"-",0,0.024553,1.026709,0.4045945,0.295587,1.5932095
"31110","ENSG00000269938.1","AC068790.2","lncRNA","chr12",123967580,"-",0,0.007658,1.2665525,0.35661,0.0299175,4.186559
"31111","ENSG00000269939.1","PCF11-AS1","lncRNA","chr11",83186037,"-",9,0,0.0103535,0,0,0.0455215
"31112","ENSG00000269940.1","AL049840.4","lncRNA","chr14",103693560,"+",17,0,4.2894075,6.2516025,1.005266,4.007634
"31113","ENSG00000269944.1","AP001267.4","lncRNA","chr11",118414977,"+",0,0,0.0188235,0,0,0.2182525
"31114","ENSG00000269945.1","AC004817.4","lncRNA","chr14",71218100,"+",0,0.0795025,0.652237,0.4060425,0.1792905,2.06784
"31115","ENSG00000269947.1","AC135178.6","lncRNA","chr17",8276763,"+",9,0.0217005,1.1084455,1.2300585,0.1742145,1.3052875
"31116","ENSG00000269949.1","AC069307.1","lncRNA","chr4",56960374,"-",48,0.004817,1.156459,1.3279655,0.289318,1.131497
"31117","ENSG00000269950.1","AP000962.1","lncRNA","chr21",16581638,"-",0,0,0.014368,0,0,0.036202
"31118","ENSG00000269951.1","AC090181.2","lncRNA","chr15",77067326,"-",26,0.020699,3.1669565,1.6365395,0.559987,6.45112
"31119","ENSG00000269952.1","AL117336.1","lncRNA","chr10",35209416,"+",14,0,0.167353,0.562751,0.2433805,0.551339
"31120","ENSG00000269954.2","AC022239.1","lncRNA","chr8",11563695,"-",57,0,0.0081535,0,0,0.038192
"31121","ENSG00000269955.2","FMC1-LUC7L2","protein_coding","chr7",139340360,"+",344,0.632789,8.520154,18.8180485,1.0757665,0.0677215
"31122","ENSG00000269956.2","MKNK1-AS1","lncRNA","chr1",46537611,"+",2,0.0071785,0.178277,0.050389,0.0964685,0.3773615
"31123","ENSG00000269957.6","AL353811.1","lncRNA","chr9",24544938,"+",1,0,0,0,0,0
"31124","ENSG00000269958.1","AL049840.5","lncRNA","chr14",103695353,"+",12,0.071799,5.7325995,8.7046265,1.0620315,6.010079
"31125","ENSG00000269959.1","SPACA6P-AS","lncRNA","chr19",51692457,"-",13,0.0087095,0.2811625,0.090472,0.1017005,0.6329515
"31126","ENSG00000269961.1","AC010359.2","lncRNA","chr5",65924136,"-",299,0.1492055,0.5456375,0.3465095,0.774537,0.6306915
"31127","ENSG00000269964.3","MEI4","protein_coding","chr6",77649274,"+",7,0,0,0,0,0
"31128","ENSG00000269966.1","AL136164.2","lncRNA","chr6",71416437,"-",0,0,0,0,0,0
"31129","ENSG00000269967.1","AL136115.2","lncRNA","chr1",31920842,"-",7,0.014327,0.778499,0.116178,0.2304965,2.0889425
"31130","ENSG00000269968.1","AC006064.4","lncRNA","chr12",6537371,"-",173,53.4090445,192.5358735,365.1972475,209.640851,43.4901145
"31131","ENSG00000269970.1","AL162424.1","lncRNA","chr9",122371605,"+",1,0,0,0,0,0
"31132","ENSG00000269971.1","AL020997.2","lncRNA","chr1",27772858,"+",255,0,2.0106235,0,0.320871,4.6650925
"31133","ENSG00000269972.1","AC004542.1","lncRNA","chr22",30976859,"-",7,0,0,0,0,0
"31134","ENSG00000269973.1","AC010969.2","lncRNA","chr2",9935360,"+",2,0.0208425,1.4899285,1.9413935,0.436177,1.5032695
"31135","ENSG00000269976.1","AC012065.3","lncRNA","chr2",20585687,"-",249,0.285908,14.78509,19.013809,4.7773545,9.697894
"31136","ENSG00000269978.1","AL359881.1","lncRNA","chr1",7699971,"-",7,0.020307,1.502034,0.4838865,0.2628065,0.5402435
"31137","ENSG00000269980.1","AC068768.1","lncRNA","chr12",123261060,"+",2,0.0770465,1.2125265,0.4436515,1.0204615,0.6427915
"31138","ENSG00000269982.1","AC018809.2","lncRNA","chr3",9957717,"+",3,0.038107,1.276733,0.611004,0.292609,2.774641
"31139","ENSG00000269983.1","AC146944.4","lncRNA","chr5",70448636,"+",0,0.0071965,8.412491,10.1335615,1.07792,6.7156895
"31140","ENSG00000269984.1","AC078795.1","lncRNA","chr3",169779335,"-",3,0.0879275,1.613389,0.3025525,0.258317,2.5389125
"31141","ENSG00000269985.1","AL021328.1","lncRNA","chr6",5457076,"-",5,0.001351,0.6387025,0.226343,0.0171835,2.99868
"31142","ENSG00000269986.1","AC040174.2","lncRNA","chr16",63065991,"-",1,0,0,0,0,0
"31143","ENSG00000269987.1","AC004542.2","lncRNA","chr22",30977849,"-",5,0,0,0,0,0
"31144","ENSG00000269989.1","AC036176.3","lncRNA","chr18",63484601,"+",0,0,0,0,0,0
"31145","ENSG00000269993.1","KC877982.1","lncRNA","chrX",151181386,"+",1,0,0,0,0,0
"31146","ENSG00000269994.3","AL513318.2","lncRNA","chr9",87041420,"-",0,0.003179,0.1078105,0.06829,0.0179035,0.371063
"31147","ENSG00000269997.1","AC068790.3","lncRNA","chr12",123965630,"-",1,0.015742,0.9647605,0.304315,0.1836745,5.3291875
"31148","ENSG00000270000.1","AC005479.2","lncRNA","chr14",74471361,"-",0,0.0142705,0.4123325,0.1119035,0.1279075,0.684575
"31149","ENSG00000270001.1","AL121894.2","lncRNA","chr20",23631317,"-",31,0.0509995,2.536627,0.8285555,0.568969,7.03217
"31150","ENSG00000270002.1","AC022028.2","lncRNA","chr10",85643073,"+",4,0,0,0,0,0.006477
"31151","ENSG00000270006.2","AC010531.6","lncRNA","chr16",87316509,"+",349,2.3600805,3.3881125,1.295927,4.7857025,5.2773315
"31152","ENSG00000270008.1","AL137247.2","lncRNA","chr13",32431955,"-",15,0,0.089615,0,0,0
"31153","ENSG00000270011.7","ZNF559-ZNF177","protein_coding","chr19",9323174,"+",154,0.0237445,0.652778,0.76414,0.150952,0.9857355
"31154","ENSG00000270012.1","AC232271.1","lncRNA","chrX",49272054,"+",4,0.000988,0.7829215,0.307622,0.0470815,1.5837685
"31155","ENSG00000270016.1","AC026150.3","lncRNA","chr15",30607194,"-",0,0.005487,0.340248,0.091237,0.0365065,0.833011
"31156","ENSG00000270017.1","AC107976.1","lncRNA","chr15",94856012,"-",6,0,0,0,0,0
"31157","ENSG00000270019.1","AC110769.2","lncRNA","chr2",113888751,"-",346,0.1159155,1.1324935,0.3993395,1.0942655,2.1554175
"31158","ENSG00000270020.1","AC009108.3","lncRNA","chr16",86522898,"-",4,0,0.0444615,0.0207425,0,0.031181
"31159","ENSG00000270021.1","AC026691.1","lncRNA","chr5",135398280,"+",292,0.002356,0.0108425,0.009406,0.027849,0.010188
"31160","ENSG00000270022.3","Z93241.1","lncRNA","chr22",42614244,"+",384,18.8350225,7.914748,1.4892175,12.725014,8.759686
"31161","ENSG00000270030.1","AC136475.7","lncRNA","chr11",325295,"-",138,0.009512,0.2375015,0.4846355,0.084165,0.2247095
"31162","ENSG00000270031.1","AL020997.3","lncRNA","chr1",27818983,"+",1,0,0.122857,0.118897,0,0.107673
"31163","ENSG00000270035.1","AL359881.2","lncRNA","chr1",7697873,"-",4,0.025836,0.525522,0.3410465,0.0983865,1.3148675
"31164","ENSG00000270036.1","AC027243.2","lncRNA","chr15",76342642,"+",7,0.0028405,0.5119315,0.067818,0.030415,0.9106615
"31165","ENSG00000270038.1","AL133467.4","lncRNA","chr14",95643508,"+",0,0,0.0536715,0,0,0.196073
"31166","ENSG00000270039.1","AC025165.5","lncRNA","chr12",57802838,"+",46,0.015455,1.37972,1.5701685,0.1646735,0.9477785
"31167","ENSG00000270040.1","AL356055.1","lncRNA","chr1",39205512,"+",1,0,0,0,0,0.73847
"31168","ENSG00000270048.1","AC068790.4","lncRNA","chr12",123961818,"-",1,0,1.048539,0,0,8.20245
"31169","ENSG00000270049.3","AC009061.2","lncRNA","chr16",67480314,"+",322,0.2724235,2.4638785,3.6213115,1.9994665,4.7344895
"31170","ENSG00000270050.1","AL035427.1","lncRNA","chrX",102658713,"-",126,0,0.318981,0,0,1.157796
"31171","ENSG00000270052.1","BX546450.2","lncRNA","chrX",151496726,"+",0,0,0.162998,0.136841,0.019399,0.704692
"31172","ENSG00000270055.1","AC127502.2","lncRNA","chr15",30486963,"+",0,0.083975,3.0546965,1.701966,0.830617,4.034576
"31173","ENSG00000270059.1","AC121493.1","lncRNA","chr3",65358718,"-",0,0,0.8877875,0.2633105,0.0730765,2.56536
"31174","ENSG00000270060.1","AC090589.3","lncRNA","chr11",47168564,"-",5,0.027332,1.6786535,0.0413705,0.2579635,1.348578
"31175","ENSG00000270061.1","AC068790.5","lncRNA","chr12",123969345,"-",10,0.0234785,2.557672,0.5935085,0.0785065,5.628879
"31176","ENSG00000270062.1","AL606834.2","lncRNA","chr14",50723273,"-",0,0.0065385,1.0458445,0.877788,0.2275135,1.376913
"31177","ENSG00000270066.3","AL356488.2","lncRNA","chr1",109099193,"+",369,49.5306065,830.734435,261.8651275,232.0608085,2408.926387
"31178","ENSG00000270068.1","AC125494.3","lncRNA","chr12",6722233,"+",345,0.05531,0.240019,0.30694,0.2652235,0.4606905
"31179","ENSG00000270069.1","MIR222HG","lncRNA","chrX",45769275,"-",53,0.0139095,2.066638,0.2457595,0.065971,8.444784
"31180","ENSG00000270071.3","AP001172.1","lncRNA","chr21",16309383,"-",0,0.0029865,0.064467,0.022992,0.029032,0.234279
"31181","ENSG00000270072.1","AC090559.2","lncRNA","chr11",47513890,"-",6,0.0690235,2.774692,1.3103255,1.077569,8.859241
"31182","ENSG00000270074.1","AC087203.3","lncRNA","chr8",12411827,"+",0,0.013402,0.434939,0.154563,0.0902755,1.0537185
"31183","ENSG00000270075.1","AL162742.1","lncRNA","chr10",104311141,"+",2,0,0,0,0,0
"31184","ENSG00000270076.1","AF131215.7","lncRNA","chr8",11201965,"+",0,0,0,0,0,0
"31185","ENSG00000270077.1","AP003117.1","lncRNA","chr8",97143170,"+",1,0,0.4308925,0.2271285,0,1.866145
"31186","ENSG00000270082.1","AC010531.7","lncRNA","chr16",87325987,"+",43,0,0.084976,0.9284075,0.13918,0
"31187","ENSG00000270083.1","AL021878.2","lncRNA","chr22",42089029,"-",0,0.1731845,4.272922,0.8798595,1.707548,7.01072
"31188","ENSG00000270084.2","GAS5-AS1","lncRNA","chr1",173861473,"+",74,0.036476,4.6306625,1.464882,0.3346675,7.1176725
"31189","ENSG00000270087.5","AC010997.3","lncRNA","chr10",75400247,"-",321,0,0.136069,0,0,0.2557505
"31190","ENSG00000270090.5","AL590235.1","lncRNA","chr4",3543555,"+",42,0.0100765,0.50951,0.1820925,0.13103,1.2623335
"31191","ENSG00000270091.1","AC015726.1","lncRNA","chr17",19896288,"-",2,0,0.3480935,0.1238805,0.016998,0.4164715
"31192","ENSG00000270094.1","AL670729.1","lncRNA","chr1",228393290,"+",74,0,0,0,0,0
"31193","ENSG00000270095.1","AC068790.6","lncRNA","chr12",123970715,"-",218,0.021045,1.718607,0.1782335,0.5420825,4.823464
"31194","ENSG00000270096.1","AC078795.2","lncRNA","chr3",169793962,"+",0,0,0,0,0,0
"31195","ENSG00000270099.1","AL365273.2","protein_coding","chr10",95859548,"+",0,0,0,0,0,0.0564235
"31196","ENSG00000270100.1","AC012065.4","lncRNA","chr2",20677933,"-",36,0,0,0,0,2.8832465
"31197","ENSG00000270103.3","AL360012.1","lncRNA","chr1",28647600,"+",362,0,0,0,0,220.3609045
"31198","ENSG00000270104.1","AL670729.2","lncRNA","chr1",228384017,"-",0,0,0.02489,0.1237995,0,0
"31199","ENSG00000270105.1","AC136475.8","lncRNA","chr11",321728,"-",5,0,0.918266,0.080746,0.1797255,3.2143155
"31200","ENSG00000270106.6","TSNAX-DISC1","protein_coding","chr1",231527653,"+",269,0.0276475,0.095896,0.0428785,0.0240865,0.21996
"31201","ENSG00000270108.1","AL049840.6","lncRNA","chr14",103686576,"+",1,0,1.0490345,0.852389,0.2035475,2.2765545
"31202","ENSG00000270110.2","AL353593.2","lncRNA","chr1",228302003,"-",2,0,0,0,0,0.016818
"31203","ENSG00000270111.3","CELF2-DT","lncRNA","chr10",10461362,"-",0,0.12981,1.837692,0.711741,0.5205605,3.8426505
"31204","ENSG00000270112.4","AC090241.2","lncRNA","chr18",46755487,"+",5,0.2086645,1.916082,1.3997565,0.6148585,4.2562875
"31205","ENSG00000270114.1","AC006019.3","lncRNA","chr7",154037605,"-",0,0,0.025046,0,0.0111515,0
"31206","ENSG00000270115.1","AL513327.3","lncRNA","chr1",33260212,"+",13,0,1.257527,0.406383,0.146773,4.2465095
"31207","ENSG00000270116.1","AP001429.1","lncRNA","chr21",37099814,"+",3,0.023869,2.596373,2.22996,0.311309,10.250616
"31208","ENSG00000270117.1","AP000769.2","lncRNA","chr11",65497406,"-",360,0.2568125,0,0,0.0330175,0
"31209","ENSG00000270118.1","AC138894.2","lncRNA","chr16",28453512,"-",0,0.607308,6.730025,2.78708,4.099708,13.148964
"31210","ENSG00000270120.1","AC007728.3","lncRNA","chr16",50711844,"+",16,0,0.0853325,0.0855865,0.010363,0.0259655
"31211","ENSG00000270124.1","AC092127.2","lncRNA","chr16",85582572,"-",14,0.0111145,0.226911,0.0408385,0.048135,0.6930255
"31212","ENSG00000270127.2","AC027020.2","lncRNA","chr15",100549154,"-",0,0.0028785,0.1593655,0.349799,0.058322,0.336885
"31213","ENSG00000270130.1","AC068790.7","lncRNA","chr12",123960245,"-",0,0.00672,0.4763485,0.0528415,0.051701,2.447972
"31214","ENSG00000270131.1","AP003465.2","lncRNA","chr8",96139945,"-",0,0,0,0,0,0
"31215","ENSG00000270133.1","AC025766.1","lncRNA","chr5",94617123,"-",287,0.004917,0.943015,0.654386,0.125119,2.5103095
"31216","ENSG00000270135.1","AC078795.3","lncRNA","chr3",169792495,"+",0,0,0,0,0,0
"31217","ENSG00000270136.6","MICOS10-NBL1","protein_coding","chr1",19596067,"+",266,0.0112635,0.0141345,0,0,0
"31218","ENSG00000270137.1","AF230666.2","lncRNA","chr8",132825179,"+",0,0,0.261645,0.080776,0.02276,1.351672
"31219","ENSG00000270139.1","AP001172.2","lncRNA","chr21",16418081,"-",12,0,0,0,0,0
"31220","ENSG00000270140.1","AC005520.3","lncRNA","chr14",73904267,"+",0,0,0.9048725,0.2422905,0.417969,1.592742
"31221","ENSG00000270141.3","TERC","lncRNA","chr3",169764061,"-",216,113.261812,40.559539,13.1496215,442.1673545,274.3265975
"31222","ENSG00000270147.1","AC068620.2","lncRNA","chr4",56395312,"+",0,0.058072,2.5100745,0.506807,0.233328,6.381615
"31223","ENSG00000270149.5","AL591806.4","protein_coding","chr1",161037963,"-",9,0.067542,2.5181985,0.893421,0.169638,1.4996805
"31224","ENSG00000270154.1","AC130352.1","lncRNA","chr8",12475462,"+",0,0.0398355,1.421396,0.673586,0.2898035,4.999754
"31225","ENSG00000270157.1","AC004918.4","lncRNA","chr7",141662847,"-",0,0.112642,2.904191,1.615928,0.4340655,5.8802125
"31226","ENSG00000270159.1","AC018695.3","lncRNA","chr16",85791415,"+",10,0.0176055,1.9862655,0.316144,0.130492,2.2606605
"31227","ENSG00000270164.1","LINC01480","lncRNA","chr19",41534183,"+",0,0.0337205,0.3820755,0.3194235,0.127357,2.403111
"31228","ENSG00000270165.1","AC010530.1","lncRNA","chr16",67738923,"-",4,0.0789125,1.2664355,0.5710905,0.648033,1.4519715
"31229","ENSG00000270170.2","NCBP2AS2","protein_coding","chr3",196941674,"+",336,2.050523,29.935469,48.454497,18.8588855,9.8286105
"31230","ENSG00000270171.1","AL359881.3","lncRNA","chr1",7693845,"-",1,0,0.155761,0.090087,0.0122705,0.38003
"31231","ENSG00000270174.1","AL022097.1","lncRNA","chr6",5694273,"-",0,0.004209,0.469529,0.167871,0.066169,3.165697
"31232","ENSG00000270175.1","AC023509.3","lncRNA","chr12",53499937,"-",289,0.196333,1.7486185,1.648057,0.978644,1.465008
"31233","ENSG00000270177.1","AC104109.2","lncRNA","chr5",134225410,"+",316,0.04089,0.40054,0.2045455,0.319214,0.6751825
"31234","ENSG00000270178.1","AC007687.1","lncRNA","chr3",179803063,"+",1,0,0.5544785,0,0,0.6571765
"31235","ENSG00000270179.1","AP002840.2","lncRNA","chr11",113367478,"+",0,0,0.472746,0.4114055,0.0423115,0.2925005
"31236","ENSG00000270181.3","BIVM-ERCC5","protein_coding","chr13",102798110,"+",294,0.0286215,0.112655,0.0430795,0.009146,0.041753
"31237","ENSG00000270182.1","AC004080.4","lncRNA","chr7",27157344,"+",8,0,0.011999,0,0,0
"31238","ENSG00000270184.1","AC018695.4","lncRNA","chr16",85783382,"+",11,0,1.2203115,0.4920415,0.303175,2.1805
"31239","ENSG00000270188.1","MTRNR2L11","protein_coding","chr1",237944276,"-",0,0,0.0097295,0,0,0
"31240","ENSG00000270190.1","AC068491.3","lncRNA","chr2",111266474,"-",0,0.004646,0.470932,0.1367285,0.0325245,1.930132
"31241","ENSG00000270194.1","AC097359.2","lncRNA","chr3",37243178,"-",323,0.1840415,3.000043,1.674768,1.28486,7.3173455
"31242","ENSG00000270195.2","AC016773.1","lncRNA","chr4",1711821,"+",362,0.0155495,0.814928,0.0854175,0.29618,1.183799
"31243","ENSG00000270207.2","AC077690.1","lncRNA","chr3",7789483,"-",1,0.00113,0.3749565,0.1040865,0.017821,1.366896
"31244","ENSG00000270210.1","AC104695.3","lncRNA","chr2",28424945,"+",0,0,0.0123335,0,0,0
"31245","ENSG00000270212.1","AC008738.6","lncRNA","chr19",33284740,"-",128,0.061852,1.0239055,0.273575,0.3863915,2.553071
"31246","ENSG00000270240.2","AC015849.1","lncRNA","chr17",35867967,"+",0,0,0,0.033037,0,0.0617675
"31247","ENSG00000270249.2","AC093668.1","protein_coding","chr7",102591445,"-",0,0,0.0802115,0.176572,0,0
